unitary
"Operator([[ 0.75140351-0.6097643j ,  0.09183288+0.23173789j,
           -0.03644157+0.01027726j, -0.00121275-0.00307687j],
          [ 0.09183288+0.23173789j,  0.92140335-0.0627214j ,
            0.02066853+0.28824532j, -0.03644157+0.01027726j],
          [-0.03644157+0.01027726j,  0.02066853+0.28824532j,
            0.92140335-0.0627214j ,  0.09183288+0.23173789j],
          [-0.00121275-0.00307687j, -0.03644157+0.01027726j,
            0.09183288+0.23173789j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j , -0.22908345-0.0982675j ,
            0.01048729+0.03638168j,  0.00129184-0.00304451j],
          [ 0.09958725-0.22851282j,  0.92140335-0.0627214j ,
           -0.21897985-0.18857459j,  0.01048729+0.03638168j],
          [-0.01006689-0.03650024j,  0.18983456-0.21788849j,
            0.92140335-0.0627214j , -0.22908345-0.0982675j ],
          [-0.0030217 -0.00134433j, -0.01006689-0.03650024j,
            0.09958725-0.22851282j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j , -0.15816466+0.19266466j,
            0.01059683-0.03634993j,  0.00104988+0.00313618j],
          [ 0.24720459+0.03202531j,  0.92140335-0.0627214j ,
           -0.24208768+0.15781669j,  0.01059683-0.03634993j],
          [ 0.02802765+0.02545704j,  0.26212761+0.12166212j,
            0.92140335-0.0627214j , -0.15816466+0.19266466j],
          [ 0.00137228+0.0030091j ,  0.02802765+0.02545704j,
            0.24720459+0.03202531j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j ,  0.09183288+0.23173789j,
           -0.03644157+0.01027726j, -0.00121275-0.00307687j],
          [ 0.09183288+0.23173789j,  0.92140335-0.0627214j ,
            0.02066853+0.28824532j, -0.03644157+0.01027726j],
          [-0.03644157+0.01027726j,  0.02066853+0.28824532j,
            0.92140335-0.0627214j ,  0.09183288+0.23173789j],
          [-0.00121275-0.00307687j, -0.03644157+0.01027726j,
            0.09183288+0.23173789j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j ,  0.09183288+0.23173789j,
           -0.03644157+0.01027726j, -0.00121275-0.00307687j],
          [ 0.09183288+0.23173789j,  0.92140335-0.0627214j ,
            0.02066853+0.28824532j, -0.03644157+0.01027726j],
          [-0.03644157+0.01027726j,  0.02066853+0.28824532j,
            0.92140335-0.0627214j ,  0.09183288+0.23173789j],
          [-0.00121275-0.00307687j, -0.03644157+0.01027726j,
            0.09183288+0.23173789j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j ,  0.09183288+0.23173789j,
           -0.03644157+0.01027726j, -0.00121275-0.00307687j],
          [ 0.09183288+0.23173789j,  0.92140335-0.0627214j ,
            0.02066853+0.28824532j, -0.03644157+0.01027726j],
          [-0.03644157+0.01027726j,  0.02066853+0.28824532j,
            0.92140335-0.0627214j ,  0.09183288+0.23173789j],
          [-0.00121275-0.00307687j, -0.03644157+0.01027726j,
            0.09183288+0.23173789j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j ,  0.09183288+0.23173789j,
           -0.03644157+0.01027726j, -0.00121275-0.00307687j],
          [ 0.09183288+0.23173789j,  0.92140335-0.0627214j ,
            0.02066853+0.28824532j, -0.03644157+0.01027726j],
          [-0.03644157+0.01027726j,  0.02066853+0.28824532j,
            0.92140335-0.0627214j ,  0.09183288+0.23173789j],
          [-0.00121275-0.00307687j, -0.03644157+0.01027726j,
            0.09183288+0.23173789j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 0.75140351-0.6097643j ,  0.09183288+0.23173789j,
           -0.03644157+0.01027726j, -0.00121275-0.00307687j],
          [ 0.09183288+0.23173789j,  0.92140335-0.0627214j ,
            0.02066853+0.28824532j, -0.03644157+0.01027726j],
          [-0.03644157+0.01027726j,  0.02066853+0.28824532j,
            0.92140335-0.0627214j ,  0.09183288+0.23173789j],
          [-0.00121275-0.00307687j, -0.03644157+0.01027726j,
            0.09183288+0.23173789j,  0.75140351-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 7.51403505e-01-0.6097643j ,  1.61581085e-01-0.18980854j,
            1.18885352e-02-0.0359482j , -8.80372292e-04-0.00318792j],
          [-2.47737226e-01-0.02760426j,  9.21403351e-01-0.0627214j ,
            2.44868209e-01-0.15346698j,  1.18885352e-02-0.0359482j ],
          [ 2.89191216e-02+0.02443961j, -2.64259093e-01-0.11696019j,
            9.21403351e-01-0.0627214j ,  1.61581085e-01-0.18980854j],
          [-1.53150351e-03-0.00293127j,  2.89191216e-02+0.02443961j,
           -2.47737226e-01-0.02760426j,  7.51403505e-01-0.6097643j ]],
         input_dims=(2, 2), output_dims=(2, 2))"
"Operator([[ 7.51403505e-01-6.09764296e-01j,
            1.24261422e-01+2.16089859e-01j,
           -3.19983760e-02+2.02413921e-02j,
           -2.39350993e-03-2.28231950e-03j],
          [ 5.74882237e-02+2.42550680e-01j,
            9.21403351e-01-6.27213955e-02j,
            6.19805570e-02+2.82260454e-01j,
           -3.19983760e-02+2.02413921e-02j],
          [-3.78591900e-02-5.40140422e-04j,
           -2.10747512e-02+2.88215906e-01j,
            9.21403351e-01-6.27213955e-02j,
            1.24261422e-01+2.16089859e-01j],
          [ 1.92598460e-04-3.30163261e-03j,
           -3.78591900e-02-5.40140422e-04j,
            5.74882237e-02+2.42550680e-01j,
            7.51403505e-01-6.09764296e-01j]],
         input_dims=(2, 2), output_dims=(2, 2))"
